,Lyrics,Joy,Trust,Fear,Surprise,Sadness,Disgust,Anger,Anticipation
238,held like heartbeat word like snowflak yearn distanc slowli fade away young right meant lifetim fairi desert tonight fairi desert tonight frame like pictur moment forev slow roll underwat noth need chang young right meant lifetim fairi desert tonight fairi desert tonight fairi desert tonight,1,1,0,0,0,0,0,1
239,sinc let cross mind let run could let go could let go seen around could let go could let go seen nake could let go sinc let drive round could choos lover could let go could let go seen round could let go could let go seen nake could let go could let go,0,0,0,0,1,1,0,0
240,open live night like golden came win never fold wan danc among star afterhour got charg open live night like golden came win never fold wan danc among star afterhour got charg wan danc among star wan danc among star wan danc among star afterhour got charg afterhour got charg afterhour got charg afterhour got charg open live night like golden came win never fold wan danc among star afterhour got charg open live night like golden came win never fold wan danc among star afterhour got charg wan danc among star wan danc among star wan danc among star afterhour got charg afterhour got charg afterhour got charg wan danc among star wan danc among star wan danc among star afterhour got charg wan danc among star wan danc among star,1,0,0,0,0,0,0,1
241,know say shit scare walk away move foot know want someth insid chang much younger yesterday know starv till tast need butterfli give whole damn zoo way way thing bodi know starv till tast way way thing bodi know starv till tast know make heart beat faster emot earthquak bring disast hit head got weak knee someth insid chang much younger yesterday ye eah much younger yesterday know starv till tast need butterfli give whole damn zoo way way thing bodi know starv till tast way way thing bodi know starv till tast till tast know know till tast way way thing bodi know starv till tast ooh ooh ooh ooh know want someth insid chang much younger yesterday,1,0,1,1,0,0,0,1
242,soak champagn lola fade eye lone chic pie terr upper east zoloft estrang persona rhapsodi black blue night young hey reach touch touch chain night coppin roll straight high drop low freak carolin freak carolin slave life make go straight high drop low freak carolin freak carolin blond crazi vain vulgar suicid limousin daddi fill gasolin shame end tragedi tell thank memori hey shi reach touch fuck chain night coppin roll straight high drop low freak carolin freak carolin slave life make go straight high drop low freak carolin freak carolin chain night coppin roll straight high drop low freak carolin freak carolin slave life make go straight high drop low freak carolin freak carolin,0,0,0,0,1,1,1,0
243,hey heart road move forward see star break bone car highway magic feel one got hold heart list happi know heart aliv pump blood heart aliv pump blood whole wide world whistl whistl hey heart run drive strong anywher stick stone take cours got ball fit best world feel like noth go wrong saddl world get know caus heart aliv pump blood heart aliv pump blood whole wide world whistl hey heart run highway highway hey heart run highway highway heart aliv pump blood heart aliv pump blood whole wide world whistl whistl whistl whistl,1,1,0,0,0,0,0,1
244,walk citi feel stress time love caus time compress tri find way gutter tri right mother rich rich rich rich lick dismiss tri get go finessin finessin finessin ohhh leav messag finessin finessin ohhh leav messag ohhh forget fame stay time play game know come way someon tell stay rich rich rich rich lick dismiss tri get go rich rich rich rich lick dismiss tri get go finessin finessin finessin ohhh leav messag finessin finessin ohhh leav messag ohhh got road finessin road let go let go road finessin road let go let go road finessin road let go let go road finessin road finessin finessin finessin ohhh leav messag finessin finessin ohhh leav messag ohhh,0,1,0,0,0,1,1,0
245,keep sweet keep love hear whisper keep sweet say slowli love wan hear say awhil sinc known love love today awhil sinc known love wan hear say keep sweet keep love hear whisper keep sweet say slowli love wan hear say pleas say love pleas say love pleas say love wan hear say wan hear say keep sweet keep love hear whisper keep sweet say slowli love wan hear say keep sweet keep love hear whisper keep sweet say slowli love wan hear say pleas say love pleas say love pleas say love wan hear say wan hear say,1,1,0,0,0,0,0,1
246,across sky make smile fear childish eye hold breath jump readi run close eye make wish dream heart made gold never alon head sky young young cloud use vision imaginari stay forev rememb young young young young,1,1,0,0,1,0,0,0
247,pleas go pleas go pleas go sunday night starri summer sky hope ask stay night sun never rise think want tryina find word say pleas go want wan sleep alon know could walk door pleas go oho oho oho oho pleas go oho oho oho oho let go insid start get tire shi afraid say stay night sun never rise tri tri tri find word say pleas go want wan sleep alon know could walk door pleas go oho oho oho oho pleas go oho oho oho oho pleas go pleas go pleas go pleas go pleas go pleas go,1,0,1,0,0,0,0,1
248,could build spaceship get u anywher tonight start revolut know never end end stupid fight wan laugh burn ship start anew wan tri could build spaceship realli feel need fli away would hell view never ever see cloudi day ask stay wan laugh burn ship start anew mayb tri build spaceship take right star tonight spaceship two gon make moon right side wan laugh leav world start anew got ta tri could build spaceship start revolut,0,1,0,0,1,0,0,1
249,skrrt murda motorsport put thing sport skrrt skrrt shawti bad bad pop like cork pop dork never sport dork pull woo woo jumpin court court jump cotton candi drink cup tast like fair cotton straight take stair face fear fear gave mama tear mama shiftin gear shift nawf get seriou seriou face fear get hit mani donut backstreet sit high noseble feel like fli xan perki check bill belichick take air ball flex take air mall walkin sack take air broad hey go back xan perki check bill belichick take air ball flex take air mall hey walk sack take air broad woo woo woo e girl wish grandma could see grandma take away pain easi pain fire bleezi fire nigga cappin season offset coup came import hey season white come snort white green lamborghini tortois lambo human immort patek p full water patek hundr k spend señora rack pinki margarin butter margarin ear got mcdonald nugget ayi soon land leer whew piguet wet tear guet four hundr eighti eight hit gear four hundr eighti eight suicid door britney spear bouje bitch get near bouje criss angel make dope disappear voila hit ga got flame rear skrrt race bag get mill hey ride dick like bmx nigga wan ex love go tour caus cum see le get upset turn offset told day man sell porn cardi b back bitch wan hear actin differ lip talkin bout lip as kissin hoe say pussi stank catfishin hoe sendin shot reachin like back itchin would hop beef could hop porsch heard gon reliabl sourc tell seen let wrap weav trap selena dame má gasolina skrrt motorsport put thing sport skrrt skrrt shawti bad bad pop like cork pop dork never sport dork pull woo woo jumpin court court jump cotton candi drink cup tast like fair cotton straight take stair face fear fear gave mama tear mama shiftin gear shift nawf get seriou seriou uh yo watch man watch mouth bitch press administ mouth mouth see stat know champ iron mike bout attent need face front want smoke lace blunt rap jacki chan pullin fake stunt crown fit bum as lace front uh bitch catchin fade shout nigga lil boosi friend dead get hit uzi call ricki say love like luci get straw nigga know pussi juici givenchi custom made get sak though work offic copyin fact though tryna violent nicki slap ho get line paper like loos leaf strap blow coupl bad bitch rip parti quavo qb nick lombardi pull space coup done link marti actual afford get pink bugatti yo nick hit gotti nigga send hit like gotti wrap like thing head saudi bitch son go sit potti rrrr brand new chanel chanel step runnin twelv twelv make commit none bitch caus money treatin well uh uh nicki show titti right hand bibl swear tell swear get play kitti wonder mani platinum gon sell album pop perc catch feel pop one feel wheel woah chest bad give chill left hand richard mill ice watch price ice know huh motorsport motorvil abort mission kill pew pew brrr motorsport put thing sport skrrt skrrt shawti bad bad pop like cork pop dork never sport dork pull woo woo jumpin court court jump cotton candi drink cup tast like fair cotton straight take stair face fear fear gave mama tear mama shiftin gear shift nawf get seriou seriou,1,1,0,0,0,1,1,0
250,care summer gone still want danc till morn come everyday dont wan live life much nineti five soul free live timeless escapad life time see truli meant take chanc sitback relax feel right doin right keep go till end night stop stop worri got feel right doin right sun moonlight live life sippin outta coconut sippin outta coconut watch season chang heart feel long night take back vivid memori ever stop life got gon take bring basic life time see truli meant take chanc sitback relax feel right doin right keep go till end night stop stop worri got feel right doin right sun moonlight live life sippin outta coconut sippin outta coconut sippin outta coconut,1,1,0,0,0,0,0,0
251,summer shine skin like time felt right way back take littl anyth let cross sight felt like heaven run wild w forget day run x3 day run oooh day run x4 day run x3 love sink world pass u oooh felt like heaven run wild w forget day run x3 day run oooh day run x4 day run x3 felt like heaven run wild forget day run day run oooh day run oooh day run hey day run felt like heaven run wild w forget day run x3 day run oooh day run x4 day run x3,0,1,0,0,1,0,0,0
252,hey hey hey like walk around old empti hous hold hand walk dear stair creak sleep keep awak hous tell close eye day even trust kill see way caus though truth may vari ship carri bodi safe shore hey hey hey old voic head hold back well tell miss littl talk soon buri past use play outsid young full life full love day know wrong right mind play trick dear caus though truth may vari ship carri bodi safe shore hey listen word say hey scream sound hey though truth may vari ship carri bodi safe shore gone gone gone away watch disappear left ghost torn torn torn apart noth let go meet soon wait wait wait pleas hang around see fall asleep hey listen word say hey scream sound hey though truth may vari ship carri bodi safe shore hey listen word say hey scream sound hey though truth may vari ship carri bodi safe shore though truth may vari ship carri bodi safe shore though truth may vari ship carri bodi safe shore,0,1,1,0,1,0,0,0
253,tangl sunris tangl sunris pretend care clock strike pretend pretend pretend yea see storm eye see storm leftov last night pretend pretend pretend heart fun stop look sinc found attract get past deep blue sky stare mine hold captiv without askin love life caus babi know go love life caus babi know deeper devot need cigarett got potion ooh pour littl poison anoth day holdin heart fun stop look sinc found attract get past deep blue sky stare mine hold captiv without askin love life caus babi know go love life caus babi know caus babi know watch flame around tongu spoke fire forev young burn got burn kiss red wine lover stay without goodby got hurt got hurt got hurt got burn hurt got burn got hurt kiss love life caus babi know go kiss ohh love life caus babi know go love life caus babi know,1,1,0,0,0,0,0,1
254,ooh ooh wan walk edg earth scream name till fire gone lung wan drink till feel urg run back lay make still feel breath fill could fuck etern infin takeoff light could lover could one one els long till see bad need give pleas never leav need keep could fuck infin wish never touch one envi heart ador love wan fight let settl score tear apart let go still feel breath fill could fuck etern infin takeoff light could lover could one one els long till see bad need give pleas never leav need keep could fuck infin tell crazi tell wrong babi even gone caus wan take feel stand call still feel breath fill could fuck etern infin takeoff light could lover could one one els long take till see bad need give pleas never leav need keep could fuck infin could fuck infin could fuck infin,0,1,1,0,0,0,0,1
255,heartbreak promis share tire give love get nowher nowher need somebodi realli care realli need lover want long sinc touch want hand put love line ye hope understand babi want got show love word easi say got show love got show love babi give reason need somebodi alway promis world world alreadi time call babi action speak louder word look devot talk babi want got show love word easi say got show love give reason love got show love got show love got show love got show love got show love,0,0,1,0,0,0,1,0
256,trust watch fall right floor tri care anymor look person becom turn til fall come undon desper one friend friend come end paint pictur color blend deal caus rather real instead friend friend got head tri use band aid laid cement say late caus good friend alreadi got enough alreadi got enough friend friend come end friend friend word never cut bone look good broken throne gon pull anoth stunt pull gun say good fun desper one friend friend come end paint pictur color blend deal caus rather real instead tell tell friend friend got head tri use band aid laid cement say late caus good friend alreadi got enough alreadi got enough friend friend come end friend friend come end call call never hear sound call call never hear sound friend friend come end paint pictur color blend deal caus rather real instead tell tell friend friend got head tri use band aid laid cement say late caus good friend alreadi got enough alreadi got enough friend friend come end friend friend come end call call never hear sound call call never hear sound,0,0,0,0,0,1,1,0
257,let honest wander circl rain much think sink seen better day black night turn spark fire saw gold eye sometim dark life bright side bright side sometim dark life bright side bright side expect impati lone wait heart crack open moment everyth chang black night turn spark fire saw gold eye sometim dark life bright side bright side moon could disappear sun could slip away burn heart never fade thing may never understand know know like back hand black night turn spark fire saw gold eye sometim dark life bright side bright side black night turn spark fire saw gold eye sometim dark life bright side,1,1,0,0,0,0,0,1
258,runnin lie find truth tryin find want lose trust pleasur confus best thing happen want know see confid peopl want lose mind love breath love breath love breath see girl drip eye one look around find warn love talk rate love talk rate love talk rate love talk rate love talk rate love talk rate love talk rate love talk rate,1,1,0,0,0,0,0,0
259,fade light touch bodi feel hand skin think got right want way came parti need nobodi song get beat loos control hey go low boy cool fool around wan danc danc danc danc danc danc know want care babi wan danc danc danc danc danc danc danc danc danc danc danc danc shade light move closer way cross line think got right want mind came parti need nobodi song get beat loos control hey go low boy cool fool around wan danc danc danc danc danc danc know want care babi wan danc danc danc danc danc danc danc danc danc danc danc danc danc danc danc,0,1,0,0,0,0,0,0
260,go fine go eas mind heal time u broken wing fli life hard get gon paint sky u heal time u paint sky u epic sax life hard get til end time u life hard get til end time u feel aliv stand eye eye surviv u hand mine walk side side til end time u surviv u til end time u epic sax life hard get til end time u life hard get til end time u,1,1,0,0,0,0,0,0
261,stop know see sign afraid cross line turn friendship amaz stop chang old school like carniv still besti babi caus love whatev want howev need say everi singl day homi say everi singl night hold tight like lover lover friend friend end oooooooh oooooooh like lover lover friend friend end oooooooh oooooooh stop half time left love half cri love secret stop mayb venu mar one believ caus love whatev want howev need say everi singl day home mate say everi singl night hold tight like lover lover friend friend end oooooooh oooooooh like lover lover friend friend end oooooooh oooooooh lover friend stick around end lover friend ooh lover friend stick around end lover friend like lover lover friend friend end oooooooh oooooooh like lover lover friend friend end oooooooh end,1,1,0,0,0,0,0,0
262,good love hard find got right get lone night go higher go light cold night rememb call everi good come babi close like use one night hold ya call love need human touch call love need human touch alway love kiss overdu fix touch lip want come home want come home light cold night rememb call everi good come babi close like use one night hold ya call love need human touch call love need human touch babi love love babi love feel hold babi love love babi love love come babi close like use come babi close like use one night hold ya call love need human touch call love need human touch,0,1,0,0,1,0,0,1
263,wonder dark million mile apart go nowher believ even lost know long til get spin around control burn let go wonder dark matter rememb rise fall stay stay untouch stay stay untouch time slip hand sink sand forev lie surrend dark could make spark togeth hang thread climb back time slip hand hard understand rememb rise fall stay stay untouch stay stay untouch rise fall stay stay untouch stay stay untouch stay stay untouch stay stay untouch stay stay untouch,0,1,1,0,0,0,0,1
264,like raindrop desert sky wait like see star endless night wait like breath stay like forev want take come littl bit closer littl bit closer wake togeth bring come littl bit closer littl bit closer stay like forev want take come littl bit closer littl bit closer wake togeth bring come littl bit closer like raindrop desert sky wait touch come aliv wait like breath final stay like forev want take come littl bit closer littl bit closer wake togeth bring come littl bit closer,1,1,0,0,0,0,0,1
265,deko whoa hold og parker uh walk like talk walk walk like talk walk walk like talk woo walk like talk walk like talk walk walk like talk walk walk like talk woo walk like talk hey walk like talk walk walk like talk walk walk like talk walk walk like talk woo walk like talk talk walk like talk ayi walk like talk walk walk woo like talk take shoe walk mile someth woo hey big talk town big boy gang move gang move like walk around chain loos chain chain bought new as got boob boob whip dope scientist whip whip cook cook skrrt skrrt sauc find sauc look look find ad check minu add add add add get respect diamond ice ice ice ice ice ice bought plain jane rolli nigga bought fame woo think back got scoliosi caus swerv lane skrrt heard sign life brand new chain heard think came stripe straight gang gang gang walk like talk walk walk like talk walk walk like talk walk walk like talk woo walk like talk walk walk like talk walk walk like talk talk walk like talk let go walk like talk walk walk like talk woop walk like talk walk walk like talk hey walk like talk walk walk like talk walk like talk walk walk like talk ayi got ta stay zone say beef dog first night gon let fuck caus grown hit gave back citi home home beef wack nigga got backbon heard live mansion rap though shit look like trap googl map though brother sinc versac bando whoa name ring like migo trap phone whoa use vashti santo tommi campo live like soprano walk like talk walk walk like talk walk walk like talk walk walk like talk woo walk like talk walk walk like talk walk walk like talk talk walk like talk let go walk like talk walk walk like talk woop walk like talk walk walk like talk hey walk like talk walk walk like talk walk like talk walk walk like talk offset nigga pocket watch watch want thot ménage one bought franchis doubl profit franchis make landslid chopper get pop landslid eliott got rocki blow socket chicken teriyaki take rocket keep em pocket water gon lock quadrupl profit profit walk like walk hey talk like talk whoa vault load cash assault brrr put lab loft lab cook jab folk jab pair got karat choke pair pair got karat load pair privat life privat jet round globe privat life hit bitch hit lick cho hey walk like talk walk walk like talk walk walk like talk walk walk like talk woo walk like talk walk walk like talk walk walk like talk talk walk like talk let go walk like talk walk walk like talk woop walk like talk walk walk like talk hey walk like talk walk walk like talk walk like talk walk walk like talk watch buck milwauke hunnid walk like talk bro know lingo lingo walki talki know know know hold coffe smoke cooki get cough drop dead fresh need coffin ball someth often ball take pot splash dolphin splash take nine go buy faucet nine walk like talk nigga done uh play coach got ta call call shit nigga dormant shit fuck bih problem problem get rebound talkin bout spald ball walk like talk walk walk like talk walk walk like talk walk walk like talk woo walk like talk walk walk like talk walk walk like talk talk walk like talk let go walk like talk walk walk like talk woop walk like talk walk walk like talk hey walk like talk walk walk like talk walk like talk walk walk like talk,0,1,0,0,0,1,0,0
266,great start hand stand far apart closer better pick fight slam door magnifi flaw wonder wonder keep come back bodi lose mind reason hold tonight caus scare lone need somebodi feel like alright reason hold tonight caus scare lone much time lose track u real undefin spiral touch forgot feel mess fight slam door magnifi flaw wonder wonder like keep come back bodi lose mind reason hold tonight caus scare lone need somebodi feel like alright reason hold tonight caus scare lone scare lone even know wrong somebodi better u along tell keep hold hold tonight caus scare lone even know wrong somebodi better u along tell keep hold hold tonight caus scare lone bodi lose mind reason hold tonight caus scare lone scare lone scare lone scare lone,0,0,1,1,1,1,0,0
267,tire eye midnight jive lost know found mission decis foot far ground could wrong feel right watch u go flow peopl alway tri live life caus get live know tryina get mine one decid decid wrong right fun fun fun fun fun fun fun fun fun much choos noth lose high come blurri vision bad decis would rememb could wrong feel right watch u go flow peopl alway tri live life caus get live know tryina get mine one decid decid wrong right fun fun fun fun fun fun fun fun fun know tryina get mine one decid decid wrong right fun fun fun fun fun fun fun fun fun,1,1,0,0,0,0,0,0
268,life caus much pain mani way deal pain choos wise fall fli heal soul fulfil high cross heart count count count count hope die count count count count slice count count count count devil pie count count count count count count count count count count count count count count count count count count count count count count count count know difficult stackin paper sorta habitu blow residu fuckin yo bitch like part ritual pardon visual money give hard typic want physic million dollar count interv without miser wan fall bag thankin god like biblic know gon solv everi problem ball princip rememb teacher as look piti sudden good math count count count count count count count count count count count count take die live without count count count count count count count count count count count count take die uno do tre big bill big bill fell love big wheel quick thrill nigga run tip drill sit still give fuck kill mix well count big bill big bill fell love big wheel quick thrill nigga run tip drill sit still give fuck kill mix well count uno do tre cuatro proceed caution heard chase result hole heart fuck take whole cake leav portion organ thank god mama afford abort loneliest orphan flip misfortun grown fortun rolli scorchin nigga hate slowli endorsin cole import nigga besid like tommi martin ball court escap bitch like turn heart need garment horni money countin count count count count count count count count count count count count take die live without count count count count count count count count count count count count take die uno do fall fli heal soul fulfil high cross heart hope die slice devil pie,0,1,1,0,1,1,0,0
269,realli wan know superman watch pow like think pretti cool idol sympathi fuck nigga shit seen done made blood thicker spill promethazin insid doubl cup doubl cream doubl stuff pleas hit phone bout comma keep peac like dali lama big bodi hummer backin parkin spot though law exempt shawn kemp keep forti go motiv motiv motiv motiv motiv motiv mo motiv motiv motiv motiv motiv motiv moti get money motiv motiv motiv motiv motiv motiv mo motiv motiv motiv motiv motiv motiv moti get money mani time swallow pride crackin smile dyin insid demon close tryin hide get money poppin pill feelin aliv feelin aliv feelin aliv feelin aliv feelin aliv feelin aliv feelin aliv feelin aliv feelin aliv woah suddenli feel like takin pj fli r weekday eatin cevich like half mili insid briefcas coupl freak play speak ingl money somethin could comprend got bread like green day come around head turn use like bitch hair perm like natur actual factual nap shit bougi still ratchet shit afraid pa clip make ratchet spit blaow motiv motiv motiv motiv motiv motiv mo motiv motiv motiv motiv motiv motiv moti get money motiv motiv motiv motiv motiv motiv mo motiv motiv motiv motiv motiv motiv moti get money mani time swallow pride crackin smile dyin insid demon close tryin hide poppin pill feelin aliv feelin aliv feelin aliv feelin aliv feelin aliv feelin aliv feelin aliv feelin aliv feelin aliv get money get money,1,1,1,0,1,0,0,0
270,someon afraid let go uh decid ever gon let know suicid ever tri let go uh sad low sad low someon afraid let go uh decid ever gon let know suicid ever tri let go uh sad low sad low gave everyth took heart left lone broken heart contenti fix rather weep lost found tortur love love around fuck hate leav someon afraid let go uh decid ever gon let know suicid ever tri let go uh sad low sad low someon afraid let go uh decid ever gon let know suicid ever tri let go uh sad low sad low someon afraid let go uh decid ever gon let know suicid ever tri let go uh sad low sad low someon afraid let go uh decid ever gon let know suicid ever tri let go uh sad low sad low,0,0,1,0,1,1,1,0
271,thought come wake late night call feelin slightli fade free alcohol club shit overr call liquor locker brrt brrt bring appl vodka shawti know could proper pour drink would pleas stop fussin samsung call bluff play nigga play game could proper proper could proper proper love convers usual long talker liquor liquor liquor liquor liquor got talkin talkin way much way much way much way much got textin callin two thirti morn tryna wake wake might put uber might pull pick fuck give liquor liquor liquor locker ya ya ya talk way much way much way much whoa listen kiara talkin crazi say savag man bitch hatin think worth pleas take person way talk know could proper pour drink one u romant stiff move hip nigga til dancin hope know proper proper like doctor doctor emerg hurri call liquor locker pour liquor liquor liquor liquor liquor got talkin talkin way much way much way much way much got textin callin two thirti morn tryna wake wake might put uber might pull pick fuck give liquor liquor locker ya ya ya talkin way much way much way much drinkin bombay til fuck drinkin bombay til throw boolin baddi bay area make stair get carri aye way much adderal sleep kush got eye low see orang tesla got ten right get nake mma sin right bet hit proper fuck real proper scream papa touch bodi feel bodi fuck bodi mani drink drug way much way much way much pleas get samsung let man gone babi liquor liquor liquor liquor liquor got talkin talkin way much way much way much way much got textin callin two thirti morn tryna wake wake might put uber might pull pick fuck give liquor liquor locker ya ya ya talk way much way much way much whoa,0,1,0,0,0,0,1,1
272,caus learn quick think miss littl bit movin promis togeth sure could last forev girl know take place ever want go girl know lead heart place want know stay strong make belong came let love take realli see like give littl think want know hold thing usual miss took time know hold arm give kiss make lover girl know take place ever want go girl know lead heart place want know stay strong make belong came let love take realli see like give littl,0,1,0,0,0,0,0,1
273,guid light keep compani night need want stay littl longer arm around like border like air breath let keep warm underneath skin caus give touch never get enough dive deep ocean ocean ocean ocean safeti zone somewher go feel unknown need want stay littl longer arm around like border like endless stream take place never give touch never get enough dive deep ocean ocean ocean ocean,1,1,0,0,0,0,0,1
274,ayi ayi plug walk plug walk plug plug even understand fuck plug talk huh pick space coup let plug walk skrrt pull space coup new freak cut lil bitch ooh ooh lil bitch 50k could come book nigga plug walk reach space coup like e plug tryna call skrrt skrrt trappin earli morn plug ooh wave like du rag du rag pussi nigga callin boo back pussi plug walk gucci shoe rack gucci walk hous rat tat til ran plug til ran plug til ran mud mud done ran rack done ran girl girl plug show love show love done came dub huh plug walk plug walk plug plug even understand fuck plug talk huh pick space coup let plug walk skrrt pull space coup new freak cut lil bitch ooh ooh lil bitch 50k could come book nigga plug walk big ol bentley spaceship whoa call phone say shit make money talk talk bo take loss could introduc plug plug bitch henni cup lil bitch stay rack rack gon let fuck as as plug stuck key loui v loui v fuck twelv g stoppin stoppin wrist oversea drip rich nigga talk rich ayi plug walk plug walk plug plug even understand fuck plug talk huh pick space coup let plug walk skrrt pull space coup new freak cut lil bitch ooh ooh lil bitch 50k could come book nigga plug walk,1,1,0,1,0,0,0,0
275,know want know need put boot honey take walk know want know need put boot honey take take take beat take beat take beat woah take beat woah take beat take beat may fall may bleed pick back honey put sleev may fall may bleed pick back honey take take take beat woah take beat woah take beat take take beat take beat take take beat take beat take beat take beat take beat take beat ooh,0,1,0,0,0,0,0,0
276,said must caus nigga got dough extraordinari swag mouth full gold hoe show strip cloth colleg girl write nigga name toe nigga talk shit til get lockjaw chrome ya dome til ya get glockjaw parti like cowboy rockstar everybodi play tough guy til shit pop let take basic midst great martin maison rock margiela lace cristal go case wait hold racist would prefer ace differ tast forti ounc chase understat earli parti rari latest somehow seem girl late teen remind favorit jean caus nake caus famou life mothafucka rapper anu tell name tell stainless aim bang let banger leav brainless mothafucka came miscellan nigga wan hate tell em face g low key nigga mad caus smooth puf zig zag tell em quit riff raff bitch bitch as said must caus nigga got dough extraordinari swag mouth full gold hoe show strip cloth colleg girl write nigga name toe nigga talk shit til get lockjaw chrome ya dome til ya get glockjaw parti like cowboy rockstar everybodi play tough guy til shit pop ye shit tell stink feel good wake money bank three model bitch cocain sink bout bout might roll tank caus chain came cuba got lock link red bottom loafer compliment mink eye chink roll dank blow stank mean tell drink kiss pink could call billi gate got crib everi state man moon got condo space open leg tell tast nigga talk shit tell em tell face tell bitch hop dick roll quick six told suck dick motorboat tit shit nigga mad caus smooth puf zig zag tell em quit riff raff bitch bitch as said must caus nigga got dough extraordinari swag mouth full gold hoe show strip cloth colleg girl write nigga name toe nigga talk shit til get lockjaw chrome ya dome til ya get glockjaw parti like cowboy rockstar everybodi play tough guy til shit pop,1,1,0,0,0,1,1,0
277,hey write yet head feel left look tri best tri everyth worri tell away take time littl girl middl ride everyth everyth fine everyth everyth right right hey know know better buy live right matter good enough someon els take time littl girl middl ride everyth everyth fine everyth everyth right right hey write yet head feel left look best everyth worri bitter heart go say take time littl girl middl ride everyth everyth fine everyth everyth right right take time littl girl middl ride everyth everyth fine everyth everyth right right,0,1,0,0,1,0,0,1
278,mello made right aston martin push button motor migo ice anti sober go get hurt turn around throw revers whoop let see work boy smokin dirt gelato smokin larri bird saint laurent straightjacket go berserk turn around throw revers db11 vert skrrt skrrt go skrrt keep panti droppin ridin shotgun like kurt weavin traffic ratchet purs saint laurent straightjacket crash go berserk oversea need visa breezin ibiza tri see speedin get burnt like derek jeter nina diva purti like lupita peter piper pick pussi make peck millimet chilli chain seat heat shawti wan race like believin spent three g sneaker like three stripe slash undef rick owen tip toein push button kim jong rode lookin cool old school like vinc vaughn vroom vroom nitro hit turbo pour ace spade want merlot cop coup drop roof hop top like turtl ooh turn around throw revers though aston martin push button motor migo ice anti sober go get hurt watch turn around throw revers whoop let see work boy smokin dirt smokin larri bird saint laurent straightjacket go berserk get hurt turn around throw revers bend as throw backward moonwalkin pussi like michael jackson make film bitch turn actor shimmi ate pill get cloth vaccarello get céline sliman get packag pari drop fed ex sign name get runway runway runway plane told see spider switchin lane give ga look dash doin goin fast look whip look smash look skrrt look cash bird plane man gone insan onstag straightjacket game lit like candl much handl velvet jacket fragil kay care handl pleas touch hand look kind dusti pleas care touch pari countri ayi aston martin push button motor migo ice anti sober go get hurt turn around throw revers whoop let see work boy smokin dirt smokin larri bird saint laurent straightjacket go berserk get hurt turn around throw revers turn around throw revers get hurt turn around throw revers,1,1,0,0,0,0,0,0
279,get text messag know number flexin nigga everi bone muscl steadi take shot never hurt noth even worri none like give shoutout nigga game plan shoutout nigga escap plan uh twenti band rain danc keep rain check make plan pocket load rocket load okay let rock roll time go lock stock two smoke barrel lock load diamond glow chart climb em think jump window got em open line around corner line em block time even stop smoke time focu shade dior pant velour creat explor expand conquer came saw came saw prais lord break law take mine take rain pour rain pour came saw came saw prais lord break law take mine take rain pour rain pour sold pack loos hard listen x peep bar snake rat cat dog game trap protect heart wait line return refin new design time shine shine shine shine shine hustl flex world mine pleas believ allow greaz nigga diseas speak squeez squeez make devil go weak knee hate lame loss came saw came saw prais lord break law take mine take rain pour rain pour came saw came saw prais lord break law take mine take rain pour rain pour came came name chain pant pant chain know hat shade heard voic ran stage van braid man babe girl ex hoe left way step car flex give thank get fresh prais lord finess bless came saw came saw prais lord break law take mine take rain pour rain pour came saw came saw prais lord break law take mine take rain pour rain pour,1,1,0,0,0,1,0,0
280,tear sky littl go turn back time tonight realli break side gon make damn sure get right time say home heart heart point know need know need ooooh ooooh ever wear scar made made caus wear wear mine ever wear scar made turn light see color night follow lead home realli feel want gon make damn sure give got ever wear scar made wear wear mine show made made caus wear wear mine ever wear scar made,0,1,0,0,1,0,0,1
281,uh uh uh uh day night toss turn keep stress mind mind look peac see attain need keep silli game play play look mad magnet keep attract tri run see fast think first sure finish last last caus day night lone stoner seem free mind night alon someth never chang lone loner seem free mind night night night night hold phone lone stoner mr solo dolo move seem shake shade within dream see life made made pain deep silent sleeper hear peep peep girl want seem want seem feel caus day night lone stoner seem free mind night alon day night lone loner seem free mind night night day night lone stoner seem free mind night alon thing never chang never chang lone loner seem free mind night night day night lone stoner seem free mind night alon someth never chang lone loner seem free mind night night night night night night,0,0,1,0,1,0,0,0
